"title","url","image","openTypeList","detail","baseInfoKeyList","baseInfoValueList"
"金123","http://www.baike.com/wiki/金123","//www.huimg.cn/entry/images/summary_default270x233.png","农业##生物##种子##自然","金123，XZ79Y-21×XZ41P ，该品种属中熟杂交玉米，在区试3000株/亩密度下，出苗至成熟121-148天，平均137.4天。","中文学名：##别名：##界：##门：##纲：##目：##科：##亚科：##属：##种：##亚种：","金123##金123玉米##植物界##被子植物门(Angiospermae)##单子叶植物纲(Monocotyledoneae)##禾本目(Poales)##禾本科(Poaceae；Gramineae)##黍亚科(SubFam. Panicoideae)##玉蜀黍属(Zea)也称：玉米属##玉米##金123"
"莒油192","http://www.baike.com/wiki/莒油192","//www.huimg.cn/entry/images/summary_default270x233.png","农业##农作物##生物##种子##自然","莒油192，油菜优质品种，由山东莒县农业新技术研究所,以C285a为母本、D192为父本配制的杂交种，原代号莒杂油192号。","中文学名：##界：##族：##门：##纲：##亚纲：##目：##科：##属：##种：##亚种：","莒油192##植物界##芸苔族(Trib. Brassiceae Hayek)##被子植物门(Angiospermae)##双子叶植物纲(Dicotyledoneae)，又称木兰纲##五桠果亚纲(Dilleniidae)##白花菜目(Capparales) ，也有资料归属于十字花目(Brassicales)##十字花科(Brassicaceae)##芸苔属(Brassica L.)##油菜##莒油192"
"金山102","http://www.baike.com/wiki/金山102","//www.huimg.cn/entry/images/summary_default270x233.png","种子","金山102，福建农林大学菌物研究中心、福建仙芝楼楼生物科技有限公司,南韩灵芝（030+2）与G8-2（024）原生质体单核化菌株杂交选育而成 。","",""
"金山1号","http://www.baike.com/wiki/金山1号","//www.huimg.cn/entry/images/summary_default270x233.png","种子","金山1号是通辽市金山种子公司选育的玉米杂交种。生育期125-127天，属中晚熟玉米，籽粒黄色、马齿楔型，顶部淡黄色，品质好。适宜≥10℃活动积温2800℃以上地区种植。","",""
"菊城20早","http://www.baike.com/wiki/菊城20早","http://a2.att.hudong.com/70/22/01300000426200132401224603365_s.jpg","种子","菊城20早，西瓜品种。属早熟品种，全生育期96天，果实发育期28天。适宜地区：河南省西瓜产区早熟栽培。","",""
"金优966","http://www.baike.com/wiki/金优966","//www.huimg.cn/entry/images/summary_default270x233.png","种子","金优966属早籼三系杂交稻品种。全生育期119天左右，比对照优I66迟熟1天。产量较高；稻瘟病抗性田间鉴定为感稻瘟病；米质达部颁三等优质食用稻品种标准。适宜福州市稻瘟病轻发区作早稻种植，栽培上应注意防治稻瘟病。","中文名：","金优966"
"金杂6号","http://www.baike.com/wiki/金杂6号","//www.huimg.cn/entry/images/summary_default270x233.png","农业##农作物##生物##种子##自然","植株塔型，叶片中等大小，叶色较深，光秆，卵圆形。人工单花去雄有性杂交选育而成。","中文学名：##别名：##界：##族：##门：##纲：##亚纲：##目：##科：##亚科：##属：##种：##亚种：","金杂6号##金杂6号高梁##植物界##高粱族、高粱亚族##被子植物门(Angiospermae)##单子叶植物纲(Monocotyledoneae),又称百合纲。##鸭跖草亚纲(Commelinidae)##禾本目(Poales)##禾本科(Poaceae；Gramineae)##黍亚科(subfam panicoideae a．br．)##高粱属(Sorghum)##高粱##金杂6号"
"金田8号","http://www.baike.com/wiki/金田8号","http://a0.att.hudong.com/17/54/50200009239445155046546353843_s.jpg","农业##生物##种子##自然","内蒙古金田正茂农业发展有限公司培育的玉米种子，适宜内蒙古自治区鄂尔多斯市、包头市、呼和浩特市、赤峰市、兴安盟≥10℃活动积温2600℃以上等地区种植。","中文学名：##别名：##界：##门：##纲：##亚纲：##目：##科：##亚科：##属：##种：##亚种：","金田8号##金田8号玉米##植物界##被子植物门(Angiospermae)##单子叶植物纲(Monocotyledoneae),又称百合纲。##鸭跖草亚纲(Commelinidae)##禾本目(Poales)##禾本科(Poaceae；Gramineae)##黍亚科(Panicoideae)##玉蜀黍属(Zea)也称：玉米属##玉米##金田8号"
"金科棉98","http://www.baike.com/wiki/金科棉98","//www.huimg.cn/entry/images/summary_default270x233.png","种子","金科棉98，是安徽国安种业有限公司、中国农业科学院生物技术研究所培育的棉花品种。","",""
"金山2号","http://www.baike.com/wiki/金山2号","//www.huimg.cn/entry/images/summary_default270x233.png","种子","金山2号来源1996年以外引系2433为母本， 自选系99-4为父本杂交选育的中晚熟玉米杂交种。生育期126-129天，属中晚熟玉米。白轴，籽粒黄色、深方马齿型、粒大，百粒重34g，容重730g/L，品质好。","",""
"金华棉4号","http://www.baike.com/wiki/金华棉4号","//www.huimg.cn/entry/images/summary_default270x233.png","种子","金华棉4号，单价转基因抗虫杂交春棉品种，生育期123天。2005年枯萎病指9.0 ，黄萎病指32.7，抗枯萎耐黄萎病；2006枯萎病指17.0，黄萎病指34.2，耐枯萎耐黄萎病。","",""
"金萱","http://www.baike.com/wiki/金萱","http://a3.att.hudong.com/78/24/50200009239445155793243282758_s.jpg","生物##种子##自然","台湾言情女作家，现属新月出版社。 主要作品有小说系列：我的另一半 三从不婚戏曲 说姻缘 色女郎 寂寞部屋 从前，从前 呛老公 豪门婚姻 二次姻缘 新娘选夫之四少遇上爱 我的完美情人 续缘·情未了 姊妹 褚家女儿 菁英门 路人甲乙丙丁 下一个会更好 飞来横爱","中文名：##出生日期：##英文名：##国籍：##星座：##职业：##代表作品：","金萱##9月29日##Jin Xuan##中国##天秤座##作家##我的另一半"
"金穗1号","http://www.baike.com/wiki/金穗1号","//www.huimg.cn/entry/images/summary_default270x233.png","生物##种子##自然","金穗1号，水稻品种。河北省稻作研究所选定。适宜在河北省长城以南唐山、秦皇岛、保定稻区做一季稻种植。","中文学名：##别名：##界：##门：##纲：##目：##科：##属：##种：##亚种：","金穗1号##金穗1号水稻##植物界##被子植物门(Angiospermae)##单子叶植物纲(Monocotyledoneae)##禾本目(Poales)##禾本科(Poaceae；Gramineae)##稻属(Oryza)##水稻##金穗1号"
"金穗2028","http://www.baike.com/wiki/金穗2028","//www.huimg.cn/entry/images/summary_default270x233.png","生物##种子##自然","玉米品种。甘肃白银金穗种业有限公司育成，母本 EK12-49，父本 JS0313，宁夏顺宝种业公司2003年引入我区。适宜宁夏南部山区种植。","中文学名：##别名：##界：##门：##纲：##目：##科：##亚科：##属：##种：##亚种：","金穗2028##金穗2028玉米##植物界##被子植物门(Angiospermae)##单子叶植物纲(Monocotyledoneae)##禾本目(Poales)##禾本科(Poaceae；Gramineae)##黍亚科(SubFam. Panicoideae)##玉蜀黍属(Zea)也称：玉米属##玉米##金穗2028"
"金麦26","http://www.baike.com/wiki/金麦26","//www.huimg.cn/entry/images/summary_default270x233.png","种子","金麦26 天津市玉米良种场2001年用轮选987作母本、京冬8号作父本进行有性杂交后再以农大3291为父本杂交，经过多代连续选择，于2005年选育而成。","中文名：","金麦26"
"金豫8号","http://www.baike.com/wiki/金豫8号","//www.huimg.cn/entry/images/summary_default270x233.png","生物##种子##自然","品种来源：金豫8号系河南省审定的优质高产型玉米新品种。审定编号：豫审玉2007005号。适宜区域：适宜黄淮海夏播玉米区夏播及同类生态区麦田套种或春播种植。","中文学名：##界：##门：##纲：##目：##科：##亚科：##属：##种：##亚种：","金豫8号##植物界##被子植物门(Angiospermae)##单子叶植物纲(Monocotyledoneae)##禾本目(Poales)##禾本科(Poaceae；Gramineae)##黍亚科(SubFam. Panicoideae)##玉蜀黍属(Zea)也称：玉米属##玉米##金豫8号"
"金葵蜜桔","http://www.baike.com/wiki/金葵蜜桔","//www.huimg.cn/entry/images/summary_default270x233.png","生物##种子##自然","金葵蜜桔2010年11月27日，广东省农业厅种子管理总站组织召开了由广东省农科院果树所选育的“金葵蜜桔”新品种现场鉴定会。专家组认真考察了佛冈县水头镇种植现场，听取了新品种选育报告，经质询和充分讨论，一致同意通过“金蔡蜜桔”新品种的鉴定。“金葵蜜桔”是从佛冈水头镇白石圳村沙糖桔园中选出的变异优株，经多年多点试种，遗传性状稳定。","中文学名：##界：##门：##纲：##亚纲：##目：##科：##亚科：##属：##种：","金葵蜜桔##植物界##被子植物门(Angiospermae)##双子叶植物纲(Dicotyledoneae)，又称木兰纲。##蔷薇亚纲(Rosidae)##无患子目(Sapindales)##芸香科(Rutaceae)##柑橘亚科(Aurantioideae Engl.)##柑橘属(Citrus Linn.)##金葵蜜桔"
"锦辉","http://www.baike.com/wiki/锦辉","http://a2.att.hudong.com/46/90/20300543140711144629901374620_s.jpg","","属早熟种，全生育期80天左右，果实发育期26-28天。根系发达，生长健壮；主蔓长290cm，主茎粗0.85cm，主蔓第1雌花着生节位6-8节，雌花间隔5节；果实圆球形，果皮墨绿皮复有深黑色暗条带，有果粉，果皮厚1.1cm，韧性大，耐贮运，单果重6kg左右；果肉大红色，肉质细嫩，口感酥脆，无渣；种子土黄色，复褐麻斑纹，千粒重50g。","中文学名：##界：##门：##纲：##目：##科：","锦辉##植物界##被子植物门##双子叶植物纲##葫芦目##葫芦科"
"金诚508","http://www.baike.com/wiki/金诚508","http://a0.att.hudong.com/17/54/50200009239445155046546353843_s.jpg","种子","夏播生育期96天。株型半紧凑，全株叶片20左右，株高269cm，穗位高114cm；幼苗叶鞘紫色，第一叶尖端椭圆，第四叶叶缘浅紫色；雄穗分枝数中等，雄穗颖片浅紫色，花药黄色，花丝浅粉红色；果穗筒型，穗长17.7cm，穗粗4.8cm，穗行数14-16，行粒数40.7，黄粒，白轴，马齿型，千粒重282.9g，出籽率89.9%。","",""
"金桔迷你","http://www.baike.com/wiki/金桔迷你","http://a2.att.hudong.com/66/41/50200009239445155795419514376_s.jpg","农业##农作物##种子","迷你金桔跟台湾的金桔长的差不多，但口感可说是大大的不同，除了外表呈现代表富贵的金色外。在日本的细心改良栽培，和温室的高成本种植，甜度及营养成份","中文学名：","金桔迷你"
"金盛秋早","http://www.baike.com/wiki/金盛秋早","//www.huimg.cn/entry/images/summary_default270x233.png","农业##农作物##种子","金盛秋早，白菜新品种，生育期65-70天。","中文学名：","金盛秋早"
"晋杂27号","http://www.baike.com/wiki/晋杂27号","//www.huimg.cn/entry/images/summary_default270x233.png","种子","晋杂27号，山西省农业科学院高粱研究所选育，不育系872A×恢复系53036R。","",""
"晋丰一号","http://www.baike.com/wiki/晋丰一号","//www.huimg.cn/entry/images/summary_default270x233.png","农业##农作物##种子","晋丰一号，是山西晋满丰种业有限公司选育的新品种。","中文学名：","晋丰一号"
"金富800","http://www.baike.com/wiki/金富800","http://a1.att.hudong.com/00/01/01200000028586134393013207081_s.jpg","农业##农作物##种子","金富800 ，品种类别：辣椒，最新育成的黄绿皮大果羊角椒，长30cm左右，单果重可达150g，味辣，适宜春秋大棚及早春拱棚种植。","中文学名：","金富800"
"科9302","http://www.baike.com/wiki/科9302","//www.huimg.cn/entry/images/summary_default270x233.png","生物##种子##自然","科9302，大豆优质品种，由中国科学院遗传与发育生物学研究所,1998年以大豆品系9010为母本，以辐良为父本配制杂交组合，经多年定向选择于2003年育成。","中文学名：##别名：##界：##门：##纲：##目：##科：##属：##种：##亚种：","科9302##科9302玉米##植物界##被子植物门(Angiospermae)##单子叶植物纲(Monocotyledoneae)##禾本目(Poales)##禾本科(Poaceae；Gramineae)##玉蜀黍属(Zea)也称：玉米属##玉米##科9302"
"胶研夏锦","http://www.baike.com/wiki/胶研夏锦","http://a4.att.hudong.com/87/50/50200009239445155661501389348_s.jpg","农业##种子","胶研夏锦属夏白菜品种。区域试验结果：生长期56天，株高35厘米，外叶半直立，开展度50×45厘米，叶色绿，白帮，叶面有光泽，叶脉稀。叶球近倒锥形，球叶叠抱，球顶圆，球高28厘米，横径25厘米，单球重1.2公斤左右。净菜率57.2%，软叶率56.1%，不结球率4.1%。品尝风味品质较好。耐热性较强。","",""
"科林9828","http://www.baike.com/wiki/科林9828","//www.huimg.cn/entry/images/summary_default270x233.png","种子","科林9828是河南科林种业有限公司与中国农业科学院植物保护研究所共同选育的转BT基因抗虫常规春棉新品种,该品种2007年-2008年连续参加河南省春棉区域试验和生产试验,其产量水平、稳定性和适应性、抗病性、抗虫性、纤维品质、抗逆性及农艺性状均优于对照品种，增产达显著水平。","",""
"科豆1号","http://www.baike.com/wiki/科豆1号","//www.huimg.cn/entry/images/summary_default270x233.png","农业##种子","科豆1号，大豆新种。适宜在河南南部，江苏、安徽两省淮河以北地区夏播种植，胞囊线虫病易发区慎用。","",""
"科玉3号","http://www.baike.com/wiki/科玉3号","http://a2.att.hudong.com/71/52/20300001164321131920523841082_s.jpg","生物##种子##自然","科玉3号，优良玉米种。 四川省农科院作物所用自选自交系1182与自选自交系1437组配选育而成。适宜四川山区种植。适合春播或早夏播，亩植密度3200株左右为宜","中文学名：##别名：##界：##门：##纲：##目：##科：##亚科：##属：##种：##亚种：","科玉3号##科玉3号玉米##植物界##被子植物门(Angiospermae)##单子叶植物纲(Monocotyledoneae)##禾本目(Poales)##禾本科(Poaceae；Gramineae)##黍亚科(SubFam. Panicoideae)##玉蜀黍属(Zea)也称：玉米属##玉米##科玉3号"
"靖边草豌豆","http://www.baike.com/wiki/靖边草豌豆","//www.huimg.cn/entry/images/summary_default270x233.png","生物##种子##自然","靖边草豌豆，又名西选1号，草豌豆优质品种，西北农林科技大学以地方品种靖边草豌豆单株混合选择而成。2006年宁夏种子管理站引入我区。","中文学名：##界：##族：##门：##纲：##亚纲：##目：##科：##亚科：##属：##种：##亚种：","靖边草豌豆##植物界##野豌豆族(Trib. VICIEAE Bronn.)##被子植物门(Angiospermae)##双子叶植物纲(Dicotyledoneae)，又称木兰纲##蔷薇亚纲(Rosidae)##豆目(Fabales)##豆科(Leguminosae)##蝶形花亚科(Papilionoideae)##山黧豆属(Lathyrus Linn.)##草豌豆##靖边草豌豆"
"科萌78","http://www.baike.com/wiki/科萌78","//www.huimg.cn/entry/images/summary_default270x233.png","农业##农作物##种子","科萌78是一种新型蔬菜物种，选育单位是山西省农业科学院蔬菜研究所。","中文学名：","科萌78"
"科新3号","http://www.baike.com/wiki/科新3号","http://a1.att.hudong.com/38/56/20300543547369144695569018211_s.jpg","农作物##植物##生物##种子##自然","科新3号，大豆新品种。该品种符合国家大豆品种审定标准，通过审定。适宜在北京市、山东省夏播种植。","中文学名：##界：##门：##亚门：##纲：","科新3号##植物界##种子植物门##被子植物亚门##双子叶植物纲"
"辽豆13号","http://www.baike.com/wiki/辽豆13号","//www.huimg.cn/entry/images/summary_default270x233.png","种子","辽豆13号(原品系代号：辽89102)是由辽宁省农业科学院油料作物研究所早在1989年以辽豆10号为母本，用引自美国的Frnklin做父本，采取人工杂交的方法选育成功的高产、优质、抗病大豆新品种，已于2000年11月通过辽宁省农作物品种审定委员会审定，达到国内先进水平，其开发推广前景看好。","",""
"泸州红1号","http://www.baike.com/wiki/泸州红1号","//www.huimg.cn/entry/images/summary_default270x233.png","种子","四川省农业科学院水稻高粱研究所。用青壳洋高粱与地方高粱品种牛尾砣杂交，经系统选育而成的酿酒型高粱品种。","",""
"科丰29号","http://www.baike.com/wiki/科丰29号","//www.huimg.cn/entry/images/summary_default270x233.png","农业##生物##种子##自然","科丰29号大豆品种，试验用名：科9302。是中国科学院遗传与发育生物学研究所1998年以大豆品系9010为母本，以辐良为父本配制杂交组合，经多年定向选择于2003年育成。2009年通过天津市农作物品种审定委员会审定，品种，审定编号：津审豆2009002。适宜天津市作夏大豆种植。","中文学名：##别名：##界：##族：##门：##纲：##亚纲：##目：##科：##亚科：##属：##种：##亚种：","科丰29号##大豆科丰29号##植物界##菜豆族、大豆亚族##被子植物门(Angiospermae)##双子叶植物纲(Dicotyledoneae)，又称木兰纲##蔷薇亚纲(Rosidae)##豆目(Fabales)##豆科(Leguminosae)##蝶形花亚科(Papilionoideae)##大豆属(Glycine)##大豆##科丰29号"
"洛单248","http://www.baike.com/wiki/洛单248","http://a1.att.hudong.com/06/18/01300001164321132401185702801_s.jpg","种子","洛单248是洛阳市农业科学研究院选育的优良玉米种，夏播生育期96天。适宜陕西关中、河南全省中高肥力地种植。","",""
"泸优5241","http://www.baike.com/wiki/泸优5241","//www.huimg.cn/entry/images/summary_default270x233.png","生物##种子##自然","泸优5241，水稻名称。来源于 四川省农业科学院水稻高粱研究所,02A×泸恢5241。属中籼迟熟三系杂交水稻。适宜重庆市海拔800米以下地区作一季中稻种植；","中文学名：##别名：##界：##门：##纲：##目：##科：##亚科：##属：##种：##亚种：","泸优5241##泸优5241水稻##植物界##被子植物门(Angiospermae)##单子叶植物纲(Monocotyledoneae)##禾本目(Poales)##禾本科(Poaceae；Gramineae)##黍亚科(SubFam. Panicoideae)##稻属(Oryza)##水稻##泸优5241"
"洛马铃薯8号","http://www.baike.com/wiki/洛马铃薯8号","//www.huimg.cn/entry/images/summary_default270x233.png","种子","洛马铃薯8号是洛阳市农业科学研究院2001年以中薯3号作母本，秦芋30作父本进行有性杂交获得实生种子．采取系统选育而成的早熟、高产稳产、优质、综合抗性好的马铃薯新品种。","",""
"泸优9803","http://www.baike.com/wiki/泸优9803","//www.huimg.cn/entry/images/summary_default270x233.png","生物##种子##自然","泸优9803 ，泸98A×泸恢H103。 该品种属籼型三系杂交水稻。在长江中下游作一季中稻种植，全生育期平均134.4天，与对照Ⅱ优838相同。","中文学名：##中文别名：##界：##门：##纲：##目：##科：##亚科：##属：##种：##亚种：##分布：","泸优9803##泸优9803杂交水稻##植物界##被子植物门(Angiospermae)##单子叶植物纲(Monocotyledoneae)##禾本目(Poales)##禾本科(Poaceae；Gramineae)##黍亚科(SubFam. Panicoideae)##稻属(Oryza)##水稻##泸优9803##适宜在江西、湖南（武陵山区除外）、湖北（武陵山区除外）、安徽、浙江、江苏的长江流域稻区以及福建北部、河南南部稻区的稻瘟病、白叶枯病轻发区作一季中稻种植。"
"漯麦4-168","http://www.baike.com/wiki/漯麦4-168","http://a3.att.hudong.com/18/42/01300001164321132014420968635_s.jpg","生物##种子##自然","漯麦4-168属半冬性大麦型，中熟品种，该品种试播期长，早播不受冻害，不旺长，晚播不影响产量。全生育期230-232天。","中文学名：##界：##族：##门：##纲：##目：##科：##亚科：##属：##种：##亚种：","漯麦4-168##植物界##小麦族(Triticeae Dumort)##被子植物门(Angiospermae)##单子叶植物纲(Monocotyledoneae)又称百合纲。##禾本目(Poales)##禾本科(Poaceae；Gramineae)##早熟禾亚科(POOIDEAE Macf. et Wats.)##小麦属(Triticum)##小麦##漯麦4-168"
"绿糖宝","http://www.baike.com/wiki/绿糖宝","http://a1.att.hudong.com/14/14/01300544483229151219149910971_s.jpg","植物##生物##种子##自然","绿糖宝，西瓜品种，属早熟品种，适宜四川全省各地早熟栽培种植，是生物学植物系统分类中双子叶植物纲下一个的物种名称。","中文学名：##界：##门：##纲：##目：##科：","绿糖宝##植物界##种子植物门##双子叶植物纲##葫芦目##葫芦科"
"漯花6号","http://www.baike.com/wiki/漯花6号","http://a4.att.hudong.com/80/53/20300543214788144654536166002_s.jpg","农作物##植物##种子","漯花6号这是一种农作物的名称，该农作物是由漯河市农业科学院所选育的，该农作物适宜在河南省各地夏直播种植。","中文学名：","漯花6号"
"绿领1号","http://www.baike.com/wiki/绿领1号","http://a0.att.hudong.com/60/94/20300000913120132014942646084_s.jpg","农业##植物##生物##种子##自然","绿领1号属中熟菜用大豆品种，春播出苗至采青77天左右，比对照毛豆2808迟3天。产量较高，品质较优，感炭疽病。适宜福建省种植，栽培上注意防治炭疽病。经审核，符合福建省农作物品种审（认）定规定，通过审定。","中文学名：##界：##族：##门：##纲：##亚纲：##目：##科：##亚科：##属：##种：##亚种：","绿领1号##植物界##菜豆族、大豆亚族##被子植物门(Angiospermae)##双子叶植物纲(Dicotyledoneae)，又称木兰纲。##蔷薇亚纲(Rosidae)##豆目(Fabales)##豆科(Leguminosae)##蝶形花亚科(Papilionoideae)##大豆属(Glycine)##大豆##绿领1号"
"良玉208","http://www.baike.com/wiki/良玉208","http://a4.att.hudong.com/72/30/50200009239445155313301645934_s.jpg","种子","良玉208是育种者：丹东登海良玉种业有限公司，用品种 M01×S122选育而成的玉米品种。 由申请者：丹东登海良玉种业有限公司提出申请，2011年10月8日经第二届国家农作物品种审定委员会第五次会议审定通过，审定编号为国审玉2011005。","",""
"轮抗6号","http://www.baike.com/wiki/轮抗6号","//www.huimg.cn/entry/images/summary_default270x233.png","生物##种子##自然","轮抗6号小麦品种。中国农科院作物所生理遗传室，用13个抗病品种和高代品系分别与太谷核不育株做杂交、并经回交、轮选等选育而成。适宜在京郊、天津、河北等北方干旱、缺水或盐碱地区中等肥水地区种植。","中文学名：##别名：##界：##门：##纲：##目：##科：##属：##种：##亚种：","轮抗6号##轮抗6号小麦##植物界##被子植物门(Angiospermae)##单子叶植物纲(Monocotyledoneae)##禾本目(Poales)##禾本科(Poaceae；Gramineae)##小麦属(Triticum)##小麦##轮抗6号"
"连优3301","http://www.baike.com/wiki/连优3301","//www.huimg.cn/entry/images/summary_default270x233.png","农业##种子","连优3301属晚籼三系杂交稻品种。全生育期122天左右，比对照汕优10号迟熟2天；产量高；稻瘟病抗性鉴定综合评价为感稻瘟病，其中将乐县黄潭鉴定点鉴定为高感稻瘟病；米质一般。适宜福建省稻瘟病轻发区作晚稻种植，栽培上应注意防治稻瘟病。","中文名：","连优3301"
"辽春23号","http://www.baike.com/wiki/辽春23号","//www.huimg.cn/entry/images/summary_default270x233.png","种子","辽春23号，小麦品种。春性，早熟，地表化冻5cm时顶凌播种，每亩适宜基本苗42万苗左右，施好种肥。适宜在辽宁沈阳、铁岭和锦州，吉林公主岭，内蒙古赤峰和通辽及天津的春麦区种植。","",""
"陇油10号","http://www.baike.com/wiki/陇油10号","//www.huimg.cn/entry/images/summary_default270x233.png","农业##农作物##生物##种子##自然","陇油10号，油菜品种。甘肃省农业科学院作物研究所选育而成。适宜在甘肃张掖、武威、定西、临夏等地种植。","中文学名：##界：##族：##门：##纲：##亚纲：##目：##科：##属：##种：##亚种：","陇油10号##植物界##芸苔族(Trib. Brassiceae Hayek)##被子植物门(Angiospermae)##双子叶植物纲(Dicotyledoneae)，又称木兰纲##五桠果亚纲(Dilleniidae)##白花菜目(Capparales) ，也有资料归属于十字花目(Brassicales)##十字花科(Brassicaceae)##芸苔属(Brassica L.)##油菜##陇油10号"
"陇春28号","http://www.baike.com/wiki/陇春28号","http://a1.att.hudong.com/48/37/01300000938798131977374312832_s.jpg","生物##种子##自然","陇春28号，以8858-2为母本、陇春8号为父本杂交选育而成，原代号陇春27-4。","中文学名：##别名：##界：##门：##纲：##目：##科：##属：##种：##亚种：","陇春28号##陇春28号麦子##植物界##被子植物门(Angiospermae)##单子叶植物纲(Monocotyledoneae)##禾本目(Poales)##禾本科(Poaceae；Gramineae)##小麦属(Triticum)##麦子##陇春28号"
"联杂68","http://www.baike.com/wiki/联杂68","//www.huimg.cn/entry/images/summary_default270x233.png","种子","联杂68，单价转基因抗虫杂交春棉品种，生育期121天。2006年枯萎病指18.3，黄萎病指30.7，耐枯萎耐黄萎病。2007年枯萎病指7.6，黄萎病指20.4，抗枯萎耐黄萎病。","",""
"陇油9号","http://www.baike.com/wiki/陇油9号","//www.huimg.cn/entry/images/summary_default270x233.png","农业##农作物##生物##种子##自然","2008-2010年参加甘肃省冬油菜区域试验，平均亩产143.21公斤，较对照天油2号增产3.84%。","中文学名：##别名：##界：##族：##门：##纲：##亚纲：##目：##科：##属：##种：","陇油9号##陇油9号油菜##植物界##芸苔族(Trib. Brassiceae Hayek)##被子植物门(Angiospermae)##双子叶植物纲(Magnoliopsida)，又称木兰纲##五桠果亚纲(Dilleniidae)##白花菜目(Capparales) ，也有资料归属于十字花目(Brassicales)##十字花科(Brassicaceae)##芸苔属(Brassica L.)##陇油9号油菜"
"陇鉴101","http://www.baike.com/wiki/陇鉴101","//www.huimg.cn/entry/images/summary_default270x233.png","农业##生物##种子##自然","陇鉴101，小麦优质品种，由甘肃省农科院旱农所,以85(1)F3选(2)-4为母本，陕旱8968//85-173-12-2为父本杂交选育而成。","中文学名：##别名：##界：##门：##纲：##目：##科：##属：##种：##亚种：","陇鉴101##陇鉴101小麦##植物界##被子植物门(Angiospermae)##单子叶植物纲(Monocotyledoneae)##禾本目(Poales)##禾本科(Poaceae；Gramineae)##小麦属(Triticum)##小麦##陇鉴101"
"鲁垦麦9号","http://www.baike.com/wiki/鲁垦麦9号","//www.huimg.cn/entry/images/summary_default270x233.png","种子","鲁垦麦9号，半冬性，中晚熟。适宜播种期10月上旬，每亩适宜基本苗16万～24万苗。适宜在黄淮冬麦区北片的山东，河北中南部，山西南部中高水肥地块种植。","",""
"鲁津棉36","http://www.baike.com/wiki/鲁津棉36","//www.huimg.cn/entry/images/summary_default270x233.png","种子","大铃高产型棉花新品种鲁津棉36号系自主选育的中熟转基因抗虫常规棉，鲁津棉种杂交品种.生育期123天左右适宜鲁津地区种植.","",""
"辽鲜1号","http://www.baike.com/wiki/辽鲜1号","//www.huimg.cn/entry/images/summary_default270x233.png","种子","辽鲜1号大豆新品种是辽宁省农业科学院作物所经有性杂交选育而成。有限结荚习性，株高50厘米左右。","",""
"龙莱1号","http://www.baike.com/wiki/龙莱1号","http://a0.att.hudong.com/34/51/20300543583108144629512181860_s.jpg","农业##植物##种子","龙莱1号是莱豆优良种子，从龙岩市地方莱豆品种中筛选育成。亩定植180株；施足基肥,适时移栽，品质优、风味独特，一般鲜荚亩产800-1000公斤。","",""
"辣王","http://www.baike.com/wiki/辣王","http://a3.att.hudong.com/55/50/50200009239445155305504098524_s.jpg","农业##农作物##种子","辣王，品种类别是辣椒，初期生长势适中，早期收获青果，座果负担小，产量高。辣味强。","中文学名：","辣王"
"辽禾6","http://www.baike.com/wiki/辽禾6","http://a1.att.hudong.com/72/83/50200009239445155356832745372_s.jpg","种子","辽禾6是育种者：吉林省吉东种业有限责任公司，2005年在海南以自选系SD7928为母本，SD8738为父本杂交选育而成。SD7928和SD8738是2000年在辽宁省大连以铁7922与当地品种选育出的728杂交，同年在大连用丹340与沈5003杂交，将两个杂交组合分别连续自交，从每个自交代中选择优良基本株，并在S4代进行测配，经过连续7代的自交、选择与测配选育而成的玉米品种。 由申请者：吉林省吉东种业有限责任公司提出申请，2011年10月8日经第二届国家农作物品种审定委员会第五次会议审定通过，审定编号为国审玉2011001。","",""
"鲁棉研27号","http://www.baike.com/wiki/鲁棉研27号","http://a1.att.hudong.com/06/30/01200000030888134393303129005_s.jpg","农业##农作物##棉花##种子","鲁棉研27号，是山东棉花研究中心、中国农业科学院生物技术研究所选育的新品种。","中文学名：","鲁棉研27号"
"龙豌一号","http://www.baike.com/wiki/龙豌一号","//www.huimg.cn/entry/images/summary_default270x233.png","种子","“龙豌一号”（引进四川示范代号99-1，又俗称“法国豌豆”），是四川省农技推广总站和四川龙丰农业发展有限责任公司引进的高产、优质、直立型豌豆新品种。蓬溪县首次从四川省农技推广总站引种1.5万斤，种植600亩，表现出高产、抗菌核病、耐肥等突出优点，基层干群普遍反映良好。一致认为“龙豌一号”是当前调整农业种植结构，增加农民收入，挽救豌豆濒临绝种的好品种。","",""
"浪潮大青玉","http://www.baike.com/wiki/浪潮大青玉","http://a1.att.hudong.com/18/81/50200009239445155660819453402_s.jpg","农业##农作物##种子","浪潮大青玉，甜瓜品种。高糖基因杂交组合，口感风味绝佳，丰产性强，形色大为改进，十分整齐一致，属改良青玉类品种，皮色白绿浮黄。","中文学名：","浪潮大青玉"
